index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
54,"APEC Economies’ Best Practices on the Quality of Information in SPS Notifications","Manuals","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/apec-economies--best-practices-on-the-quality-of-information-in-sps-notifications","apec-economies--best-practices-on-the-quality-of-information-in-sps-notifications","https://www.apec.org/images/default-source/publication/2026/2/cover_226_cti_apec-economies-best-practices-on-the-quality-of-information-in-sps-notifications.tmb-h300.jpg?Culture=en&sfvrsn=e376221e_1",6,"api",""
55,"Handbook on Digital Rural Communities Best Practices","Manuals","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/handbook-on-digital-rural-communities-best-practices","handbook-on-digital-rural-communities-best-practices","https://www.apec.org/images/default-source/publication/2026/2/cover_226_ppfs_handbook-on-digital-rural-communities-best-practices.tmb-h300.jpg?Culture=en&sfvrsn=98797ea0_1",7,"api","digital"
56,"Stocktaking Report on Overview of Digital Rural Communities in Viet Nam and APEC Economies","Reports","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/stocktaking-report-on-overview-of-digital-rural-communities-in-viet-nam-and-apec-economies","stocktaking-report-on-overview-of-digital-rural-communities-in-viet-nam-and-apec-economies","https://www.apec.org/images/default-source/publication/2026/2/cover_226_ppfs_stocktaking-report-on-overview-of-digital-rural-communities.tmb-h300.jpg?Culture=en&sfvrsn=fc6894f5_1",7,"api","digital"
57,"Enhancing Quality Infrastructure to Improve Green Material Utilization in the Building Structures","Proceedings","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/enhancing-quality-infrastructure-to-improve-green-material-utilization-in-the-building-structures","enhancing-quality-infrastructure-to-improve-green-material-utilization-in-the-building-structures","https://www.apec.org/images/default-source/publication/2026/1/cover_226_scsc_enhancing-quality-infrastructure-to-improve-green-material-utilization-in-the-building-structures.tmb-h300.jpg?Culture=en&sfvrsn=debe4493_1",7,"api","sustainability"
58,"Study on Policy Measures to Promote Broadband Infrastructure in Underserved Areas","Reports","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/study-on-policy-measures-to-promote-broadband-infrastructure-in-underserved-areas","study-on-policy-measures-to-promote-broadband-infrastructure-in-underserved-areas","https://www.apec.org/images/default-source/publication/2026/1/cover_226_tel_study-on-policy-measures-to-promote-broadband-infrastructure-in-underserved-areas.tmb-h300.jpg?Culture=en&sfvrsn=92624359_1",7,"api",""
59,"Study on the Effects of Financial Support Schemes on the Performance of SMEs during COVID-19: A Comparative Analysis","Reports","February 2026",2026,2,"February","2026-02","https://www.apec.org/publications/2026/02/study-on-the-effects-of-financial-support-schemes-on-the-performance-of-smes-during-covid-19--a-comparative-analysis","study-on-the-effects-of-financial-support-schemes-on-the-performance-of-smes-during-covid-19--a-comparative-analysis","https://www.apec.org/images/default-source/publication/2026/1/cover_226_sme_study-on-the-effects-of-financial-support-schemes-on-the-performance-of-smes-during-covid-19.tmb-h300.jpg?Culture=en&sfvrsn=42670453_1",7,"api","smes|finance"
60,"APEC Digital Trade Provisions Handbook","Manuals","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/apec-digital-trade-provisions-handbook","apec-digital-trade-provisions-handbook","https://www.apec.org/images/default-source/publication/2026/1/cover_226_cti_apec-digital-trade-provisions-handbook.tmb-h300.jpg?Culture=en&sfvrsn=74a42251_1",7,"api","digital|trade"
61,"Health Systems Confront Demographic Reality: Cross-Border Solutions Matter","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/health-systems-confront-demographic-reality--cross-border-solutions-matter","health-systems-confront-demographic-reality--cross-border-solutions-matter","https://www.apec.org/images/default-source/publication/2026/1/cover_226_ec-gos_health-systems-confront-demographic-reality-cross-border-solutions-matter.tmb-h300.jpg?Culture=en&sfvrsn=37b4d03e_1",7,"api","health"
62,"Diminishing Burden of Type 2 Diabetes Mellitus in the Community through an Interprofessional Collaboration (IPC) Approach","Proceedings","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/diminishing-burden-of-type-2-diabetes-mellitus-in-the-community-through-an-interprofessional-collaboration-(ipc)-approach","diminishing-burden-of-type-2-diabetes-mellitus-in-the-community-through-an-interprofessional-collaboration-(ipc)-approach","https://www.apec.org/images/default-source/publication/2026/1/cover_226_hwg_diminishing-burden-of-type-2-diabetes-mellitus.tmb-h300.jpg?Culture=en&sfvrsn=6ec54ada_1",7,"api","health"
63,"Implementation Toolkit on Adopting Agile Regulatory Governance to Foster Innovation","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/implementation-toolkit-on-adopting-agile-regulatory-governance-to-foster-innovation","implementation-toolkit-on-adopting-agile-regulatory-governance-to-foster-innovation","https://www.apec.org/images/default-source/publication/2026/1/cover_226_ec_implementation-toolkit-on-adopting-agile-regulatory-governance-to-foster-innovation.tmb-h300.jpg?Culture=en&sfvrsn=f26c670b_1",7,"api","regulation"
64,"Project Report on Adopting Agile Regulatory Governance to Foster Innovation","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/project-report-on-adopting-agile-regulatory-governance-to-foster-innovation","project-report-on-adopting-agile-regulatory-governance-to-foster-innovation","https://www.apec.org/images/default-source/publication/2026/1/cover_226_ec_project-report-on-adopting-agile-regulatory-governance-to-foster-innovation.tmb-h300.jpg?Culture=en&sfvrsn=76166c31_1",8,"api","regulation"
65,"Certification of Hydrogen and Its Derivatives in APEC Economies: Its Role in Driving the Market","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/certification-of-hydrogen-and-its-derivatives-in-apec-economies--its-role-in-driving-the-market","certification-of-hydrogen-and-its-derivatives-in-apec-economies--its-role-in-driving-the-market","https://www.apec.org/images/default-source/publication/2026/1/cover_226_ewg_certification-of-hydrogen-and-its-derivatives-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=51ed979_1",8,"api","energy"
66,"Engaging Micro, Small and Medium Enterprises in International Standards Development","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/engaging-micro--small-and-medium-enterprises-in-international-standards-development","engaging-micro--small-and-medium-enterprises-in-international-standards-development","https://www.apec.org/images/default-source/publication/2026/1/cover_226_scsc_engaging-micro-j-small-and-medium-enterprises-in-international-standards-development.tmb-h300.jpg?Culture=en&sfvrsn=c7bbca8_1",8,"api","health|smes|regulation"
67,"Workshop on Reducing Food Loss and Waste through Packaging Innovations and Progress Review of FLW in the APEC Region","Proceedings","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/workshop-on-reducing-food-loss-and-waste-through-packaging-innovations-and-progress-review-of-flw-in-the-apec-region","workshop-on-reducing-food-loss-and-waste-through-packaging-innovations-and-progress-review-of-flw-in-the-apec-region","https://www.apec.org/images/default-source/publication/2026/1/cover_226_atcwg_workshop-on-reducing-food-loss-and-waste-through-packaging-innovations.tmb-h300.jpg?Culture=en&sfvrsn=e57cd556_1",8,"api","health|agriculture"
68,"Guidelines for MPA Biodiversity Conservation and Sustainable Community Development in APEC Economies","Manuals","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/guidelines-for-mpa-biodiversity-conservation-and-sustainable-community-development-in-apec-economies","guidelines-for-mpa-biodiversity-conservation-and-sustainable-community-development-in-apec-economies","https://www.apec.org/images/default-source/publication/2026/1/cover_226_ofwg_guidelines-for-mpa-biodiversity-conservation-and-sustainable-community-development-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=462809db_1",8,"api","sustainability"
69,"Leveraging Digitalization for Talent Inclusion and Empowerment: Facilitating Economic Transitions by Academia-Industry Partnership","Proceedings","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/leveraging-digitalization-for-talent-inclusion-and-empowerment--facilitating-economic-transitions-by-academia-industry-partnership","leveraging-digitalization-for-talent-inclusion-and-empowerment--facilitating-economic-transitions-by-academia-industry-partnership","https://www.apec.org/images/default-source/publication/2025/12/cover_226_hrd_leveraging-digitalization-for-talent-inclusion-and-empowerment.tmb-h300.jpg?Culture=en&sfvrsn=fd1c540f_1",8,"api","digital|health"
70,"Workshop on Use of International Instruments to Legally Enable End-to-End Digitalization of Trade","Proceedings","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/workshop-on-use-of-international-instruments-to-legally-enable-end-to-end-digitalization-of-trade","workshop-on-use-of-international-instruments-to-legally-enable-end-to-end-digitalization-of-trade","https://www.apec.org/images/default-source/publication/2025/12/cover_226_ec_use-of-international-instruments-to-legally-enable-end-to-end-digitalization.tmb-h300.jpg?Culture=en&sfvrsn=8fb62b70_1",8,"api","digital|trade"
71,"Research and Survey on the Dispute Prevention and Mitigation System in APEC Economies","Reports","January 2026",2026,1,"January","2026-01","https://www.apec.org/publications/2026/01/research-and-survey-on-the-dispute-prevention-and-mitigation-system-in-apec-economies","research-and-survey-on-the-dispute-prevention-and-mitigation-system-in-apec-economies","https://www.apec.org/images/default-source/publication/2025/12/cover_226_psu_research-and-survey-on-the-dispute-prevention-and-mitigation-system-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=205be2d9_1",8,"api",""
72,"2025 Update to Evaluating Progress on the Aotearoa Plan of Action (APA): Trade and Investment Perspective","Reports","December 2025",2025,12,"December","2025-12","https://www.apec.org/publications/2025/12/2025-update-to-evaluating-progress-on-the-aotearoa-plan-of-action-(apa)--trade-and-investment-perspective","2025-update-to-evaluating-progress-on-the-aotearoa-plan-of-action-(apa)--trade-and-investment-perspective","https://www.apec.org/images/default-source/publication/2025/12/cover_226_psu_research-and-survey-on-the-dispute-prevention-and-mitigation-system-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=205be2d9_1",8,"api","trade|finance"
73,"Strengthening Climate Resilience and Food Security via Stakeholder-Driven Sustainable Seaweed Supply Chains","Reports","December 2025",2025,12,"December","2025-12","https://www.apec.org/publications/2025/12/strengthening-climate-resilience-and-food-security-via-stakeholder-driven-sustainable-seaweed-supply-chains","strengthening-climate-resilience-and-food-security-via-stakeholder-driven-sustainable-seaweed-supply-chains","https://www.apec.org/images/default-source/publication/2025/12/cover_225_ofwg_strengthening-climate-resilience-and-food-security-via-stakeholder-driven-sustainable-seaweed-supply-chains.tmb-h300.jpg?Culture=en&sfvrsn=ae2f4db5_1",9,"api","trade|sustainability|agriculture"
74,"Workshop on Advancing Digital Rural Community Models for Sustainable Agriculture and Inclusive Growth in APEC Economies","Proceedings","December 2025",2025,12,"December","2025-12","https://www.apec.org/publications/2025/12/workshop-on-advancing-digital-rural-community-models-for-sustainable-agriculture-and-inclusive-growth-in-apec-economies","workshop-on-advancing-digital-rural-community-models-for-sustainable-agriculture-and-inclusive-growth-in-apec-economies","https://www.apec.org/images/default-source/publication/2025/12/cover_225_ppfs_workshop-on-advancing-digital-rural-community-models-for-sustainable-agriculture-and-inclusive-growth-in-apec-economies.tmb-h300.jpg?Culture=en&sfvrsn=79b7c2de_1",9,"api","digital|sustainability|agriculture"
75,"APEC Workshop on Enhancing Adaptation and Mitigation to Climate Change for Sustainable Aquaculture in the Asia–Pacific - Summary Report","Proceedings","December 2025",2025,12,"December","2025-12","https://www.apec.org/publications/2025/12/apec-workshop-on-enhancing-adaptation-and-mitigation-to-climate-change-for-sustainable-aquaculture-in-the-asia-pacific---summary-report","apec-workshop-on-enhancing-adaptation-and-mitigation-to-climate-change-for-sustainable-aquaculture-in-the-asia-pacific---summary-report","https://www.apec.org/images/default-source/publication/2025/12/cover_225_ofwg_apec-workshop-on-enhancing-adaptation-and-mitigation-to-climate-change-for-sustainable-aquaculture-in-the-asia-pacific.tmb-h300.jpg?Culture=en&sfvrsn=32fc22a6_1",9,"api","sustainability|agriculture"
